Rank,Name,Platform,Year,Publisher,Developer,Critic_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
6214,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010,Sony Computer Entertainment  ,Slant Six Games  ,7.5,0.17,0.13,0.06,0.09,0.45
6227,Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011,Atlus  ,Career Soft  ,7.6,0.34,0.01,0.06,0.04,0.44
6248,Hey! Pikmin,3DS,2017,Nintendo  ,Arzest  ,6.8,0.17,0.08,0.17,0.03,0.44
6249,Chocobo Racing,PS,1999,Square EA  ,SquareSoft  ,5.4,0.07,0.05,0.3,0.03,0.44
6263,Star Fox: Zero,WiiU,2016,Nintendo  ,Nintendo EPD  ,6.7,0.2,0.12,0.09,0.03,0.44
6266,Infinite Undiscovery,X360,2008,Square Enix  ,tri-Ace  ,6.8,0.34,0.18,0.12,0.06,0.7
6268,Dragon Ball FighterZ,NS,2018,Bandai Namco Entertainment  ,Arc System Works  ,9.0,0.21,0.13,0.07,0.03,0.44
6272,Tetris Axis,3DS,2011,Nintendo  ,Hudson Soft  ,7.8,0.2,0.14,0.06,0.03,0.44
6278,Samurai Warriors 3,Wii,2010,Nintendo  ,Omega Force  ,5.1,0.09,0.02,0.32,0.01,0.44
6280,Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009,Konami  ,Konami  ,7.0,0.19,0.07,0.12,0.05,0.44
6289,2014 FIFA World Cup Brazil,X360,2014,EA Sports  ,EA Canada  ,7.3,0.15,0.25,0.0,0.03,0.44
6293,Eternal Sonata,PS3,2008,Namco Bandai  ,Tri-Crescendo  ,8.3,0.19,0.12,0.07,0.05,0.44
6296,Hyperdimension Neptunia,PS3,2011,NIS America  ,Compile Heart  ,5.3,0.22,0.1,0.07,0.04,0.44
6310,The Darkness,X360,2007,2K Games  ,Starbreeze  ,8.3,0.36,0.04,0.01,0.03,0.44
6330,007: Quantum of Solace,PS2,2008,Activision  ,Treyarch  ,7.8,0.17,0.0,0.0,0.26,0.43
6358,OkamiDen,DS,2011,Capcom  ,Capcom  ,8.3,0.21,0.07,0.13,0.02,0.43
6366,Mischief Makers,N64,1997,Nintendo  ,"Treasure Co., Ltd.  ",6.5,0.25,0.06,0.07,0.06,0.43
6371,Castlevania: Dawn of Sorrow,DS,2005,Konami  ,Konami  ,8.9,0.34,0.03,0.03,0.03,0.43
6376,NBA 2K18,NS,2017,2K Sports  ,Visual Concepts  ,7.5,0.3,0.06,0.03,0.04,0.43
6378,Doom (2016),NS,2017,Bethesda Softworks  ,id Software  ,8.2,0.24,0.15,0.01,0.04,0.43
6383,Atelier Totori: The Adventurer of Arland,PS3,2011,NIS America  ,Gust  ,7.8,0.12,0.07,0.21,0.03,0.43
6392,Def Jam Icon,PS3,2007,Electronic Arts  ,Unknown  ,6.6,0.16,0.19,0.0,0.07,0.43
6398,Sin and Punishment: Star Successor,Wii,2010,Nintendo  ,"Treasure Co., Ltd.  ",8.4,0.19,0.14,0.06,0.03,0.43
6414,2010 FIFA World Cup South Africa,Wii,2010,EA Sports  ,EA Canada  ,6.8,0.23,0.15,0.01,0.04,0.42
6465,Star Ocean: The Last Hope,X360,2009,Square Enix  ,tri-Ace  ,7.3,0.32,0.2,0.21,0.06,0.79
6493,Castlevania: Curse of Darkness,PS2,2005,Konami  ,Konami  ,7.2,0.18,0.14,0.05,0.05,0.42
6498,Vanquish,X360,2010,Sega  ,PlatinumGames  ,8.3,0.19,0.16,0.03,0.04,0.42
6499,Castlevania: The Dracula X Chronicles,PSP,2007,Konami  ,Konami  ,8.0,0.22,0.09,0.04,0.07,0.42
6508,Zack & Wiki: Quest for Barbaros' Treasure,Wii,2007,Capcom  ,Capcom  ,8.7,0.18,0.16,0.03,0.04,0.42
6517,Dragon Ball Z: Shin Budokai,PSP,2006,Atari  ,Dimps Corporation  ,7.4,0.26,0.08,0.13,0.07,0.54
6519,Zone of the Enders: The 2nd Runner,PS2,2003,Konami  ,Konami Computer Entertainment Japan  ,8.6,0.15,0.12,0.11,0.04,0.41
6542,Radiata Stories,PS2,2005,Square Enix  ,tri-Ace  ,7.7,0.18,0.14,0.29,0.05,0.65
6564,BlazBlue: Continuum Shift,PS3,2010,Aksys Games  ,Arc System Works  ,8.7,0.21,0.08,0.09,0.04,0.41
6570,Ogre Battle 64: Person of Lordly Caliber,N64,2000,Atlus  ,Quest Corporation  ,9.1,0.1,0.02,0.25,0.04,0.41
6574,Shin Megami Tensei: Persona 4,PS2,2008,Atlus  ,Atlus  ,9.2,0.34,0.04,0.36,0.08,0.82
6578,NiGHTS: Journey of Dreams,Wii,2007,Sega  ,Sonic Team  ,7.0,0.32,0.02,0.04,0.03,0.41
6582,Armored Core,PS,1997,Sony Computer Entertainment  ,From Software  ,7.2,0.13,0.09,0.16,0.03,0.41
6590,Katamari Forever,PS3,2009,Namco Bandai  ,Bandai Namco Games  ,7.3,0.26,0.05,0.06,0.04,0.41
6606,Nintendo Labo: Toy-Con 03 Vehicle Kit,NS,2018,Nintendo  ,Nintendo EPD  ,7.0,0.16,0.15,0.06,0.03,0.41
6615,Battlefield 2: Modern Combat,X360,2006,Electronic Arts  ,Digtal Illusions  ,7.8,0.35,0.02,0.01,0.03,0.41
6624,Rune Factory 3: A Fantasy Harvest Moon,DS,2010,Natsume  ,Neverland Company  ,8.0,0.26,0.03,0.1,0.02,0.41
6649,Overlord,X360,2007,Codemasters  ,Triumph Studios  ,7.7,0.34,0.03,0.01,0.03,0.4
6665,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,2009,Konami  ,Konami  ,7.5,0.27,0.01,0.09,0.03,0.4
6689,Project X Zone,3DS,2013,Namco Bandai Games  ,Banpresto  ,6.5,0.18,0.04,0.15,0.02,0.4
6729,Tales of Legendia,PS2,2006,Namco  ,Namco / Team MelFes  ,7.2,0.07,0.05,0.35,0.02,0.49
6734,Castlevania: Portrait of Ruin,DS,2006,Konami  ,Konami  ,8.5,0.31,0.02,0.04,0.03,0.4
6749,No More Heroes 2: Desperate Struggle,Wii,2010,Ubisoft  ,Grasshopper Manufacture  ,8.5,0.2,0.11,0.04,0.03,0.4
6763,Combat of Giants: Dinosaurs 3D,3DS,2011,Ubisoft  ,Ubisoft  ,4.3,0.25,0.07,0.05,0.03,0.39
6784,Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009,Square Enix  ,Square Enix  ,6.7,0.21,0.08,0.08,0.03,0.39
6785,NBA Live 09,PSP,2008,Electronic Arts  ,EA Canada  ,6.1,0.23,0.07,0.03,0.06,0.39
6791,Dungeon Siege III,PS3,2011,Square Enix  ,Obsidian Entertainment  ,7.3,0.17,0.13,0.03,0.06,0.39
6813,Chibi-Robo! Plug into Adventure!,GC,2006,Nintendo  ,skip Ltd.  ,7.4,0.23,0.06,0.09,0.01,0.39
6819,Advance Wars: Dual Strike,DS,2005,Nintendo  ,Intelligent Systems  ,9.0,0.3,0.03,0.04,0.03,0.39
6824,LocoRoco,PSP,2006,Sony Computer Entertainment  ,SCE Japan Studio  ,8.1,0.14,0.05,0.16,0.03,0.39
6828,Red Faction: Armageddon,X360,2011,THQ  ,Volition Inc.  ,7.1,0.18,0.16,0.01,0.04,0.39
6837,Hitman: Blood Money,X360,2006,Eidos Interactive  ,IO Interactive  ,8.1,0.29,0.06,0.01,0.03,0.39
6849,Metal Gear Solid: Snake Eater 3D,3DS,2012,Konami Digital Entertainment  ,Konami Computer Entertainment Japan  ,7.9,0.15,0.12,0.1,0.02,0.39
6872,Wii Sports Club,WiiU,2014,Nintendo  ,Nintendo  ,6.7,0.17,0.14,0.04,0.03,0.38
6896,Ghost Trick: Phantom Detective,DS,2011,Capcom  ,Capcom  ,8.2,0.17,0.08,0.12,0.02,0.38
6915,Grandia Xtreme,PS2,2002,Enix  ,Game Arts  ,6.7,0.07,0.05,0.25,0.02,0.38
6936,Pro Evolution Soccer 2011 3D,3DS,2011,Konami  ,Konami  ,7.5,0.11,0.13,0.11,0.02,0.38
6938,Pokémon Channel,GC,2003,Nintendo  ,Ambrella  ,5.2,0.24,0.06,0.07,0.01,0.38
6945,Hatsune Miku: Project Mirai DX,3DS,2015,Sega  ,Sega  ,7.5,0.2,0.04,0.11,0.03,0.38
6972,Bionic Commando,X360,2009,Capcom  ,GRIN  ,7.1,0.12,0.12,0.01,0.03,0.28
6981,EA Sports MMA,PS3,2010,EA Sports  ,EA Tiburon  ,7.6,0.16,0.14,0.01,0.06,0.37
7015,Burnout Paradise Remastered,PS4,2018,Electronic Arts  ,Stellar Entertainment  ,8.0,0.08,0.22,0.01,0.06,0.37
7024,Bayonetta 2,NS,2018,Nintendo  ,PlatinumGames  ,9.5,0.26,0.2,0.07,0.04,0.57
7031,Super Street Fighter IV: Arcade Edition,X360,2011,Capcom  ,Capcom / Dimps Corporation  ,8.6,0.12,0.03,0.03,0.01,0.19
7032,The World Ends With You,DS,2008,Square Enix  ,Square Enix  ,8.6,0.49,0.04,0.21,0.04,0.78
7037,Shin Megami Tensei IV: Apocalypse,3DS,2016,Atlus  ,Atlus  ,8.1,0.15,0.05,0.16,0.02,0.37
7043,Dungeon Siege III,X360,2011,Square Enix  ,Obsidian Entertainment  ,7.2,0.21,0.12,0.01,0.03,0.37
7048,Tomb Raider: Legend,X360,2006,Eidos Interactive  ,Crystal Dynamics  ,8.1,0.27,0.07,0.01,0.03,0.37
7056,Rune Factory: Frontier,Wii,2009,Xseed Games  ,Neverland Company  ,7.9,0.16,0.13,0.04,0.03,0.37
7066,Sonic Lost World,WiiU,2013,Sega  ,Sonic Team  ,6.0,0.2,0.13,0.01,0.03,0.37
7069,Fragile Dreams: Farewell Ruins of the Moon,Wii,2010,Xseed Games  ,Tri-Crescendo  ,6.7,0.16,0.12,0.06,0.03,0.37
7076,Wanted: Weapons of Fate,X360,2009,Warner Bros. Interactive  ,GRIN  ,6.2,0.17,0.15,0.0,0.04,0.37
7081,Castlevania: Order of Ecclesia,DS,2008,Konami  ,Konami  ,8.2,0.27,0.03,0.04,0.03,0.37
7103,Tekken Hybrid,PS3,2011,Namco  ,Namco Bandai Games  ,4.0,0.21,0.07,0.04,0.04,0.36
7123,LocoRoco 2,PSP,2009,Sony Computer Entertainment  ,SCE Japan Studio  ,8.5,0.21,0.09,0.01,0.05,0.36
7128,BlazBlue: Calamity Trigger,X360,2009,Aksys Games  ,Arc System Works  ,8.5,0.21,0.08,0.04,0.03,0.36
7130,The Wonderful 101,WiiU,2013,Nintendo  ,PlatinumGames  ,8.0,0.15,0.11,0.08,0.02,0.36
7152,Nintendo Labo: Toy-Con 02 Robot Kit,NS,2018,Nintendo  ,Nintendo EPD  ,7.0,0.18,0.08,0.08,0.03,0.36
7188,Harvest Moon: The Tale of Two Towns,3DS,2011,Natsume  ,Marvelous Interactive  ,6.3,0.28,0.0,0.05,0.02,0.36
7191,Formula 1 Championship Edition,PS,1997,Sony Computer Entertainment  ,Bizarre Creations  ,8.5,0.06,0.04,0.23,0.02,0.36
7192,Trauma Center: Under the Knife,DS,2005,Atlus  ,Atlus Co.  ,8.0,0.3,0.01,0.02,0.03,0.36
7209,Suikoden V,PS2,2006,Konami  ,Hudson Soft  ,7.9,0.08,0.06,0.19,0.02,0.35
7216,Call of Duty: Ghosts,WiiU,2013,Activision  ,Infinity Ward  ,8.8,0.22,0.09,0.01,0.03,0.35
7218,Dragon Ball Z: Extreme Butoden,3DS,2015,Namco Bandai Games  ,Arc System Works  ,5.0,0.13,0.03,0.17,0.02,0.35
7235,Persona 2: Eternal Punishment,PS,2000,Atlus  ,Atlus Co.  ,8.7,0.03,0.02,0.28,0.02,0.35
7239,Dead or Alive 5 Last Round,PS4,2015,Tecmo Koei  ,Team Ninja  ,7.1,0.09,0.13,0.09,0.04,0.35
7240,Metal Gear Solid: The Twin Snakes,GC,2004,Konami  ,Silicon Knights  ,8.1,0.3,0.08,0.07,0.01,0.47
7268,Terminator Salvation,X360,2009,Warner Bros. Interactive  ,Halcyon  ,5.2,0.13,0.18,0.0,0.04,0.35
7297,EverGrace,PS2,2000,Agetec  ,From Software  ,6.2,0.1,0.08,0.15,0.03,0.35
7310,Def Jam Icon,X360,2007,Electronic Arts  ,Unknown  ,6.3,0.3,0.01,0.0,0.03,0.35
7324,Dynasty Warriors 5 Empires,PS2,2006,KOEI  ,Omega Force  ,6.3,0.11,0.09,0.12,0.03,0.34
7331,Battalion Wars 2,Wii,2007,Nintendo  ,Kuju Entertainment  ,7.7,0.22,0.02,0.08,0.02,0.34
7337,Xenosaga Episode III: Also sprach Zarathustra,PS2,2006,Namco  ,Monolith Soft  ,7.9,0.09,0.07,0.18,0.02,0.37
7351,Trauma Center: Second Opinion,Wii,2006,Atlus  ,Atlus Co.  ,8.2,0.28,0.01,0.03,0.03,0.34
7374,Star Ocean: Second Evolution,PSP,2009,Square Enix  ,TOSE Software  ,8.0,0.14,0.02,0.16,0.02,0.34
7376,Tenchu Z,X360,2007,Microsoft  ,K2 LLC  ,5.7,0.27,0.02,0.02,0.03,0.34
7380,Ninja Gaiden: Dragon Sword,DS,2008,Tecmo  ,Team Ninja  ,8.0,0.16,0.01,0.02,0.02,0.21
7399,Lord of Arcana,PSP,2011,Square Enix  ,Square Enix  ,4.7,0.08,0.05,0.17,0.04,0.34
7402,Dynasty Warriors 6 Empires,PS3,2009,KOEI  ,Omega Force  ,6.4,0.14,0.03,0.15,0.02,0.34
7420,The Eye of Judgment,PS3,2007,Sony Computer Entertainment  ,SCE Japan Studio  ,7.5,0.28,0.0,0.02,0.03,0.34
7423,Dynasty Warriors: Gundam 2,PS2,2009,Namco Bandai  ,Omega Force  ,4.9,0.04,0.03,0.25,0.01,0.34
7438,Dead or Alive 5,X360,2012,Tecmo Koei  ,Team Ninja  ,7.6,0.2,0.08,0.03,0.03,0.33
7447,Bomberman World,PS,1998,Atlus  ,Hudson Soft  ,6.5,0.06,0.04,0.22,0.02,0.33
7450,Mega Man ZX Advent,DS,2007,Capcom  ,Inti Creates  ,7.6,0.22,0.0,0.09,0.02,0.33
7452,Street Fighter Alpha 3 MAX,PSP,2006,Capcom  ,Capcom  ,7.8,0.27,0.01,0.02,0.03,0.33
7460,Ninja Blade,X360,2009,Microsoft  ,From Software  ,6.7,0.14,0.14,0.02,0.03,0.33
7467,Klonoa 2: Lunatea's Veil,PS2,2001,Namco  ,Namco  ,9.4,0.12,0.1,0.08,0.03,0.33
7472,Etrian Odyssey,DS,2007,Atlus  ,Atlus Co. / Lancarse  ,7.4,0.19,0.03,0.09,0.02,0.33
7474,Fracture,X360,2008,LucasArts  ,Day 1 Studios  ,4.0,0.15,0.14,0.0,0.04,0.33
7478,NBA 2K10,PSP,2009,2K Sports  ,Visual Concepts  ,5.5,0.3,0.0,0.0,0.03,0.33
7490,Planet Puzzle League,DS,2007,Nintendo  ,Intelligent Systems  ,8.6,0.14,0.01,0.16,0.01,0.33
7496,Classic NES Series: Castlevania,GBA,2004,Nintendo  ,Konami  ,7.4,0.17,0.06,0.09,0.01,0.33
7510,Disgaea 2: Cursed Memories,PS2,2006,NIS America  ,Nippon Ichi Software  ,7.9,0.09,0.07,0.15,0.02,0.33
7511,Clock Tower 3,PS2,2003,Capcom  ,SunSoft  ,7.0,0.1,0.08,0.12,0.03,0.33
7517,Resonance of Fate,X360,2010,Sega  ,tri-Ace  ,7.4,0.12,0.13,0.06,0.03,0.33
7527,Kirby: Battle Royale,3DS,2018,Nintendo  ,HAL Laboratory  ,6.0,0.07,0.05,0.2,0.01,0.33
7529,Capcom Classics Collection Reloaded,PSP,2006,Capcom  ,Capcom  ,7.1,0.26,0.0,0.03,0.03,0.33
7534,Tokyo Mirage Sessions #FE,WiiU,2016,Nintendo  ,Atlus  ,8.0,0.17,0.06,0.08,0.02,0.33
7546,Dark Souls: Remastered,NS,2018,Bandai Namco Entertainment  ,From Software  ,8.8,0.16,0.11,0.03,0.03,0.33
7564,Dr. Mario / Puzzle League,GBA,2005,Nintendo  ,Intelligent Systems  ,7.5,0.12,0.04,0.16,0.01,0.33
7576,Final Fantasy XI: Wings of the Goddess,X360,2007,Square Enix  ,Square Enix  ,6.5,0.28,0.0,0.02,0.03,0.32
7578,Elebits,Wii,2006,Konami  ,Konami  ,7.3,0.22,0.01,0.08,0.02,0.32
7591,Dead Rising 2: Off the Record,PS3,2011,Capcom  ,Blue Castle Games  ,7.1,0.11,0.08,0.1,0.03,0.32
7604,Eternal Sonata,X360,2007,Namco Bandai  ,Tri-Crescendo  ,7.9,0.19,0.04,0.08,0.02,0.32
7605,Shin Megami Tensei: Persona 2: Innocent Sin,PSP,2011,Atlus  ,Atlus Co.  ,7.0,0.14,0.04,0.11,0.04,0.32
7613,Operation Flashpoint: Red River,PS3,2011,Codemasters  ,Codemasters  ,6.8,0.06,0.14,0.07,0.05,0.32
7629,Final Fantasy XI: Online,PS2,2004,Square Enix  ,Square Enix  ,8.4,0.08,0.06,0.15,0.02,0.32
7632,Bleach: Shattered Blade,Wii,2007,Sega  ,Polygon Magic  ,5.3,0.21,0.01,0.08,0.02,0.32
7633,Beautiful Katamari,X360,2007,Namco Bandai  ,Now Production  ,7.3,0.14,0.02,0.15,0.02,0.32
7637,Chibi-Robo! Zip Lash,3DS,2015,Nintendo  ,Nintendo  ,5.5,0.14,0.09,0.07,0.02,0.32
7644,Folklore,PS3,2007,Sony Computer Entertainment  ,Game Republic  ,7.5,0.2,0.04,0.05,0.03,0.32
7705,Test Drive Unlimited,X360,2006,Atari  ,Eden Studios  ,8.0,0.23,0.04,0.02,0.02,0.32
7706,Singularity,X360,2010,Activision  ,Raven Software  ,7.7,0.24,0.04,0.0,0.03,0.32
7721,BlazBlue: Continuum Shift,X360,2010,Aksys Games  ,Arc System Works  ,8.6,0.23,0.04,0.02,0.02,0.32
7745,Tales of Phantasia,GBA,2006,Nintendo  ,Wolfteam / Namco Tales Studio  ,7.0,0.08,0.03,0.17,0.01,0.29
7747,Bust-A-Move Universe,3DS,2011,Square Enix  ,Arika  ,5.6,0.08,0.15,0.06,0.02,0.31
7761,Catherine,X360,2011,Atlus  ,Atlus  ,7.9,0.2,0.06,0.03,0.02,0.31
7765,Namco Museum: Virtual Arcade,X360,2008,Namco Bandai  ,Namco Bandai Games  ,7.0,0.27,0.01,0.01,0.02,0.31
7783,Fuel,X360,2009,Codemasters  ,Asobo Studio  ,6.6,0.09,0.18,0.0,0.04,0.31
7806,Dead or Alive: Dimensions,3DS,2011,Tecmo Koei  ,Team Ninja  ,7.8,0.13,0.22,0.07,0.03,0.45
7823,Mega Man Zero Collection,DS,2010,Capcom  ,Inti Creates  ,7.5,0.17,0.01,0.11,0.02,0.31
7839,Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,DS,2010,Konami  ,Konami  ,7.6,0.18,0.02,0.09,0.02,0.31
7868,Silent Hill: Shattered Memories,PSP,2010,Konami  ,Climax Group  ,7.8,0.09,0.13,0.01,0.07,0.31
7874,NBA Live 08,PSP,2007,Electronic Arts  ,EA Canada  ,6.8,0.28,0.0,0.0,0.02,0.31
7883,Tales of the World: Radiant Mythology,PSP,2007,Namco Bandai  ,Alfa System  ,7.0,0.17,0.01,0.23,0.02,0.43
7889,The King of Fighters XIII,PS3,2011,Atlus  ,SNK Playmore Corporation  ,7.8,0.17,0.07,0.04,0.03,0.3
7900,Tom Clancy's Splinter Cell 3D,3DS,2011,Ubisoft  ,Gameloft  ,8.0,0.14,0.07,0.07,0.02,0.3
7914,Monopoly for Nintendo Switch,NS,2017,Ubisoft  ,Engine Software  ,5.3,0.06,0.22,0.01,0.02,0.3
7930,Resident Evil Archives: Resident Evil,Wii,2009,Capcom  ,Capcom Production Studio 4  ,7.6,0.16,0.04,0.08,0.02,0.3
7932,Magna Carta 2,X360,2009,Namco Bandai  ,SoftMax  ,6.6,0.13,0.07,0.07,0.02,0.3
7993,Dynasty Warriors 6,X360,2008,KOEI  ,Omega Force  ,6.2,0.15,0.06,0.06,0.02,0.3
8043,N3: Ninety-Nine Nights,X360,2006,Microsoft Game Studios  ,Q Entertainment / Phantagram  ,6.3,0.2,0.03,0.05,0.02,0.3
8063,Naruto to Boruto: Shinobi Striker,PS4,2018,Bandai Namco Games  ,Soleil Software Studio Inc.  ,8.5,0.19,0.03,0.02,0.05,0.29
8084,Dynasty Warriors: Strikeforce,PS3,2010,Tecmo Koei  ,Omega Force  ,6.8,0.11,0.08,0.07,0.03,0.29
8100,Wanted: Weapons of Fate,PS3,2009,Warner Bros. Interactive  ,GRIN  ,6.2,0.14,0.1,0.01,0.04,0.29
8103,NieR,X360,2010,Square Enix  ,Cavia Inc.  ,6.4,0.13,0.1,0.04,0.02,0.29
8104,Ace Combat: Joint Assault,PSP,2010,Namco Bandai  ,Project ACES  ,7.0,0.06,0.05,0.15,0.03,0.29
8125,Trace Memory,DS,2005,Nintendo  ,Cing  ,6.5,0.15,0.01,0.12,0.01,0.29
8139,Trauma Center: New Blood,Wii,2007,Atlus  ,Atlus Co.  ,7.5,0.22,0.04,0.01,0.02,0.29
8151,Overcooked! 2,NS,2018,Sold Out  ,Ghost Town Games  ,8.4,0.17,0.09,0.01,0.03,0.29
8159,The Legend of Legacy,3DS,2015,Atlus  ,Cattle Call  ,6.0,0.14,0.02,0.11,0.02,0.29
8161,Majin and the Forsaken Kingdom,PS3,2010,Namco Bandai  ,Game Republic  ,7.0,0.09,0.14,0.01,0.05,0.29
8172,"Sakura Wars: So Long, My Love",PS2,2010,NIS America  ,RED Entertainment  ,8.8,0.07,0.05,0.15,0.02,0.29
8177,Sengoku Basara: Samurai Heroes,Wii,2010,Capcom  ,Capcom  ,6.0,0.06,0.02,0.2,0.01,0.29
8179,Warriors Orochi 2,PSP,2009,KOEI  ,Omega Force  ,5.3,0.06,0.0,0.22,0.01,0.29
8189,Dead Rising: Chop Till You Drop,Wii,2009,Capcom  ,Capcom Production Studio 1 / TOSE Software  ,6.7,0.15,0.07,0.05,0.02,0.29
8192,Feel the Magic XY/XX,DS,2004,Sega  ,Sonic Team  ,7.7,0.17,0.0,0.1,0.02,0.29
8195,Ever Oasis,3DS,2017,Nintendo  ,GREZZO  ,8.1,0.13,0.08,0.05,0.02,0.29
8243,Shadow Hearts,PS2,2001,Midway Games  ,Sacnoth  ,7.0,0.09,0.07,0.1,0.02,0.28
8258,DeathSmiles,X360,2010,Aksys Games  ,Cave  ,8.0,0.15,0.06,0.05,0.02,0.28
8269,WarioWare Gold,3DS,2018,Nintendo  ,Intelligent Systems  ,8.1,0.11,0.03,0.13,0.01,0.28
8290,El Shaddai: Ascension of the Metatron,PS3,2011,Ignition Entertainment  ,Ignition Entertainment  ,8.0,0.11,0.07,0.08,0.03,0.28
8291,Operation Flashpoint: Red River,X360,2011,Codemasters  ,Codemasters  ,7.0,0.1,0.14,0.01,0.03,0.28
8309,Dead to Rights: Retribution,PS3,2010,Namco Bandai  ,Volatile Games  ,6.0,0.1,0.12,0.02,0.05,0.28
8319,Mega Man ZX,DS,2006,Capcom  ,Inti Creates  ,8.1,0.16,0.0,0.1,0.02,0.28
8325,Dead or Alive,PS,1998,Tecmo  ,Team Ninja  ,8.3,0.09,0.06,0.1,0.02,0.28
8334,Bayonetta 2,WiiU,2014,Nintendo  ,PlatinumGames  ,9.3,0.37,0.32,0.1,0.06,0.86
8336,Okami,Wii,2008,Capcom  ,Ready at Dawn Studios  ,9.0,0.43,0.09,0.04,0.05,0.6
8351,Patapon 3,PSP,2011,Sony Computer Entertainment  ,Pyramid/JAPAN Studio  ,7.4,0.05,0.04,0.17,0.02,0.28
8364,Darksiders,PS3,2010,THQ  ,Vigil Games  ,7.8,0.02,0.14,0.02,0.1,0.28
8373,Mister Mosquito,PS2,2002,Eidos Interactive  ,Zoom Inc.  ,6.6,0.05,0.04,0.17,0.01,0.28
8376,Virtua Fighter 5 Online,X360,2007,Sega  ,Sega-AM2  ,9.2,0.2,0.02,0.03,0.02,0.28
8405,Etrian Mystery Dungeon,3DS,2015,Atlus  ,Spike Chunsoft  ,7.6,0.11,0.01,0.14,0.01,0.28
8414,Armored Core: Project Phantasma,PS,1998,ASCII Entertainment  ,From Software  ,7.2,0.06,0.04,0.15,0.02,0.28
8419,Rhythm Thief & the Emperor's Treasure,3DS,2012,Sega  ,Sega  ,7.5,0.07,0.07,0.12,0.01,0.28
8468,Etrian Odyssey V: Beyond the Myth,3DS,2017,Atlus  ,Atlus  ,7.9,0.11,0.01,0.14,0.01,0.27
8476,Shadows of the Damned,PS3,2011,Electronic Arts  ,Grasshopper Manufacture  ,7.9,0.11,0.09,0.04,0.03,0.27
8482,Pac-Pix,DS,2005,Namco  ,Namco  ,6.8,0.16,0.0,0.1,0.01,0.27
8514,Final Fantasy Anniversary Edition,PSP,2007,Square Enix  ,Square Enix  ,7.4,0.39,0.02,0.13,0.05,0.59
8520,Okami,PS2,2006,Capcom  ,Clover Studio  ,9.4,0.11,0.03,0.15,0.34,0.63
8521,Red Steel 2,Wii,2010,Ubisoft  ,Ubisoft Paris  ,7.8,0.35,0.21,0.01,0.06,0.62
8523,Shin Megami Tensei: Nocturne,PS2,2004,Atlus  ,Atlus Co.  ,8.0,0.07,0.05,0.25,0.02,0.38
8535,Dragon Ball Z: Tenkaichi Tag Team,PSP,2010,Namco Bandai  ,Dimps Corporation  ,6.0,0.11,0.04,0.09,0.03,0.27
8604,Suikoden Tierkreis,DS,2009,Konami  ,Konami  ,7.7,0.09,0.02,0.15,0.01,0.27
8605,R.U.S.E.,X360,2010,Ubisoft  ,Eugen Systems  ,8.0,0.12,0.11,0.0,0.02,0.27
8608,The World Ends with You: Final Remix,NS,2018,Nintendo  ,Square Enix  ,7.4,0.14,0.08,0.03,0.02,0.27
8637,Etrian Odyssey: Millennium Girl,3DS,2013,Atlus  ,Atlus  ,8.1,0.1,0.01,0.14,0.01,0.26
8651,Panzer Dragoon Orta,XB,2003,Sega  ,Smilebit  ,8.8,0.16,0.05,0.04,0.01,0.26
8657,King's Field II,PS,1996,ASCII Entertainment  ,From Software  ,7.3,0.08,0.06,0.11,0.02,0.26
8667,Deadly Premonition,X360,2010,Ignition Entertainment  ,Access Games  ,6.0,0.18,0.06,0.0,0.02,0.26
8679,Stella Glow,3DS,2015,Atlus  ,imageepoch Inc.  ,7.5,0.17,0.01,0.06,0.02,0.26
8713,Bust A Groove 2,PS,1999,Enix  ,Metro  ,7.0,0.04,0.03,0.18,0.02,0.26
8718,Chromehounds,X360,2006,Sega  ,From Software  ,6.4,0.24,0.0,0.01,0.02,0.28
8721,Samurai Warriors Chronicles,3DS,2011,Tecmo Koei  ,Omega Force  ,5.4,0.12,0.05,0.2,0.01,0.39
8743,Resident Evil: Revelations,X360,2013,Capcom  ,Capcom  ,7.4,0.12,0.1,0.02,0.02,0.26
8748,Metroid Prime Pinball,DS,2005,Nintendo  ,Fuse Games Limited  ,7.6,0.22,0.0,0.02,0.02,0.26
8755,Resident Evil: Deadly Silence,DS,2006,Capcom  ,Capcom  ,6.7,0.11,0.02,0.11,0.01,0.26
8785,Armored Core: Master of Arena,PS,2000,Agetec  ,From Software  ,7.2,0.07,0.05,0.13,0.02,0.26
8797,Polarium,DS,2005,Nintendo  ,Mitchell  ,7.6,0.13,0.01,0.11,0.01,0.26
8806,Castlevania: Harmony of Dissonance,GBA,2002,Konami  ,Konami Computer Entertainment Tokyo  ,8.6,0.16,0.06,0.04,0.0,0.26
8831,Bomberman Generation,GC,2002,Majesco  ,Game Arts  ,8.4,0.15,0.04,0.06,0.01,0.25
8833,Game & Wario,WiiU,2013,Nintendo  ,Intelligent Systems  ,6.2,0.06,0.06,0.12,0.01,0.25
